cli_document,frequencia,monetario,ultima_compra,primeira_compra,tipo_cliente,uf,recencia,recomprou,tempo_ate_segunda_compra
CLI_01B8298C,3,2109.0299999999997,2024-11-30,2023-11-09,ANTIGO,DF,31,1,41.0
CLI_01BC52AD,1,146.86,2023-11-07,2023-11-07,NOVO,MG,420,0,
CLI_01BC5CF1,1,77.32,2024-11-26,2024-11-26,NOVO,PR,35,0,
CLI_01BC74FF,1,73.64,2023-10-11,2023-10-11,NOVO,MG,447,0,
CLI_01BE8CC7,1,128.62,2024-04-06,2024-04-06,NOVO,SP,269,0,
CLI_01C07CB7,1,238.36,2023-07-18,2023-07-18,NOVO,RJ,532,0,
CLI_01C32FEF,1,255.76,2024-12-01,2024-12-01,NOVO,SP,30,0,
CLI_01C8D326,1,305.42,2024-11-24,2024-11-24,NOVO,SC,37,0,
CLI_01C9B1F7,1,287.8,2024-08-26,2024-08-26,NOVO,ES,127,0,
CLI_01CCC6C7,2,251.93,2024-05-29,2024-02-02,NOVO,SP,216,1,117.0
CLI_01CCE876,1,94.0,2024-11-14,2024-11-14,NOVO,SP,47,0,
CLI_01CF7D67,1,162.09,2024-05-25,2024-05-25,NOVO,PR,220,0,
CLI_01CFC8F0,2,246.96,2024-06-26,2023-10-28,NOVO,SC,188,1,242.0
CLI_01D047C5,1,139.0,2023-09-29,2023-09-29,ANTIGO,PA,459,0,
CLI_01D5C69C,1,140.43,2024-11-21,2024-11-21,NOVO,SC,40,0,
CLI_01D91263,3,657.4000000000001,2024-05-14,2023-10-25,ANTIGO,MG,231,1,187.0
CLI_01D94655,1,267.71,2023-08-12,2023-08-12,ANTIGO,RJ,507,0,
CLI_01DA9F39,1,127.88,2024-02-12,2024-02-12,NOVO,SP,323,0,
CLI_01DBDC4D,1,98.61,2024-03-02,2024-03-02,NOVO,MG,304,0,
CLI_01DCD246,1,138.49,2023-08-07,2023-08-07,NOVO,ES,512,0,
CLI_01DD0643,1,270.12,2023-11-03,2023-11-03,NOVO,SP,424,0,
CLI_01DDE395,1,218.86,2023-08-21,2023-08-21,ANTIGO,SP,498,0,
CLI_01DFEF1E,1,188.95,2024-02-19,2024-02-19,NOVO,SP,316,0,
CLI_01E405D0,1,179.9,2024-05-24,2024-05-24,NOVO,MG,221,0,
CLI_01E4AB0F,3,508.69,2024-06-20,2023-11-11,ANTIGO,SP,194,1,158.0
CLI_01E70CF7,1,144.42,2024-11-07,2024-11-07,NOVO,RS,54,0,
CLI_01E72521,1,115.31,2024-09-04,2024-09-04,NOVO,PR,118,0,
CLI_01E75073,1,138.46,2024-11-19,2024-11-19,NOVO,SP,42,0,
CLI_01EB0769,1,151.89,2023-10-22,2023-10-22,NOVO,DF,436,0,
CLI_01EC2219,1,79.85,2024-08-24,2024-08-24,NOVO,SP,129,0,
CLI_01ECEAFF,1,82.6,2024-06-26,2024-06-26,ANTIGO,SP,188,0,
CLI_01ED0010,2,540.48,2023-11-26,2023-11-09,ANTIGO,RN,401,1,17.0
CLI_01EE578E,1,89.4,2024-11-29,2024-11-29,NOVO,RJ,32,0,
CLI_01EFF4F6,3,439.69,2023-11-30,2023-10-10,ANTIGO,SP,397,1,48.0
CLI_01F09ADF,2,1413.8,2024-03-15,2024-01-13,NOVO,MG,291,1,62.0
CLI_01F0FA49,1,195.08,2024-11-30,2024-11-30,NOVO,SP,31,0,
CLI_01F1D99B,7,2469.29,2024-09-06,2023-07-13,ANTIGO,RJ,116,1,86.0
CLI_01F24271,1,118.61,2024-02-06,2024-02-06,ANTIGO,BA,329,0,
CLI_01F2D133,2,259.8,2023-09-14,2023-07-26,NOVO,SP,474,1,50.0
CLI_01F2E987,2,159.53,2024-08-24,2023-07-12,NOVO,SP,129,1,409.0
CLI_01F558D4,1,87.69,2023-07-25,2023-07-25,NOVO,RJ,525,0,
CLI_01FA5650,1,333.14,2023-12-25,2023-12-25,NOVO,CE,372,0,
CLI_01FC3094,1,236.7,2024-07-02,2024-07-02,NOVO,RJ,182,0,
CLI_01FC48AB,1,199.8,2024-05-27,2024-05-27,NOVO,MG,218,0,
CLI_01FE2737,2,341.62,2024-11-16,2023-11-07,NOVO,MG,45,1,375.0
CLI_01FEBAB8,3,644.89,2024-08-05,2023-07-04,ANTIGO,PR,148,1,130.0
CLI_02001524,1,141.44,2024-09-01,2024-09-01,NOVO,PR,121,0,
CLI_020065A8,1,350.01,2024-08-31,2024-08-31,NOVO,SP,122,0,
CLI_02006C49,1,154.28,2024-08-20,2024-08-20,NOVO,RJ,133,0,
CLI_02013B19,1,223.8,2023-07-29,2023-07-29,ANTIGO,SP,521,0,
CLI_02016B35,2,925.8599999999999,2024-02-21,2024-01-23,ANTIGO,RJ,314,1,29.0
CLI_0203283A,1,388.05,2024-05-11,2024-05-11,NOVO,RJ,234,0,
CLI_0205A258,2,1037.69,2024-07-20,2023-08-29,ANTIGO,PR,164,1,326.0
CLI_0205CE98,3,558.16,2024-12-19,2024-08-13,ANTIGO,SP,12,1,59.0
CLI_0206455C,1,201.6,2024-07-02,2024-07-02,ANTIGO,SP,182,0,
CLI_020691EE,2,402.14,2024-11-28,2024-05-14,ANTIGO,SP,33,1,198.0
CLI_0208E20E,1,84.92,2023-08-04,2023-08-04,NOVO,PR,515,0,
CLI_020A02B9,1,88.93,2024-02-03,2024-02-03,NOVO,SP,332,0,
CLI_020D2C69,1,126.23,2024-03-15,2024-03-15,NOVO,GO,291,0,
CLI_020DDDA9,1,543.9,2024-03-27,2024-03-27,NOVO,RJ,279,0,
CLI_020E1CF3,1,227.76,2024-11-22,2024-11-22,ANTIGO,SP,39,0,
CLI_020E916D,2,527.6,2023-11-09,2023-11-07,NOVO,MG,418,1,2.0
CLI_0211D5CE,1,69.93,2023-08-21,2023-08-21,ANTIGO,MG,498,0,
CLI_0211F734,1,128.58,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_0212D869,1,108.6,2023-08-19,2023-08-19,NOVO,SP,500,0,
CLI_0212E92C,1,119.92,2024-07-23,2024-07-23,NOVO,PA,161,0,
CLI_0213F91D,2,276.27,2024-06-21,2023-11-06,NOVO,RO,193,1,228.0
CLI_02143BEE,3,553.49,2024-11-27,2023-08-21,ANTIGO,SP,34,1,358.0
CLI_02147CBE,2,531.73,2024-10-21,2024-01-29,NOVO,MG,71,1,266.0
CLI_0216E127,1,53.01,2024-01-13,2024-01-13,NOVO,SP,353,0,
CLI_021A0440,1,119.18,2023-09-06,2023-09-06,NOVO,RN,482,0,
CLI_021BF4BA,1,671.79,2024-07-04,2024-07-04,NOVO,PR,180,0,
CLI_021C384D,2,535.82,2024-11-13,2024-06-03,NOVO,DF,48,1,163.0
CLI_021CBE04,1,52.7,2024-01-03,2024-01-03,NOVO,SP,363,0,
CLI_021DA15B,1,466.2,2023-11-22,2023-11-22,NOVO,RJ,405,0,
CLI_022342F9,1,281.36,2024-11-29,2024-11-29,NOVO,RJ,32,0,
CLI_0223F39A,2,144.12,2024-11-29,2024-11-10,NOVO,SC,32,1,19.0
CLI_02246F98,2,288.5,2024-02-12,2023-07-15,ANTIGO,SP,323,1,212.0
CLI_02253EF3,3,1055.54,2024-09-15,2023-11-09,ANTIGO,DF,107,1,276.0
CLI_022665EA,1,115.11,2023-11-11,2023-11-11,NOVO,BA,416,0,
CLI_0227FC91,1,247.41,2024-06-30,2024-06-30,ANTIGO,MG,184,0,
CLI_0229989D,1,202.55,2023-11-26,2023-11-26,NOVO,RS,401,0,
CLI_022A55BA,1,78.59,2023-09-09,2023-09-09,NOVO,SP,479,0,
CLI_022A857E,1,278.82,2024-04-30,2024-04-30,ANTIGO,SP,245,0,
CLI_022D437A,1,97.3,2024-11-29,2024-11-29,NOVO,BA,32,0,
CLI_022E77A1,2,697.9200000000001,2024-10-12,2024-08-31,NOVO,RJ,80,1,42.0
CLI_0231A7D3,1,119.81,2024-01-19,2024-01-19,NOVO,SP,347,0,
CLI_02325851,1,221.61,2023-07-26,2023-07-26,ANTIGO,BA,524,0,
CLI_02325EC8,1,319.41,2023-09-28,2023-09-28,NOVO,RJ,460,0,
CLI_0233415F,1,142.92,2024-07-22,2024-07-22,NOVO,RJ,162,0,
CLI_0235E341,1,241.36,2024-10-18,2024-10-18,NOVO,SP,74,0,
CLI_023826FF,3,539.34,2024-11-29,2024-05-09,NOVO,PR,32,1,152.0
CLI_0238658F,4,1097.1799999999998,2024-11-26,2023-11-24,NOVO,RJ,35,1,171.0
CLI_023B2C0F,1,136.43,2023-08-07,2023-08-07,NOVO,SP,512,0,
CLI_023CB7B5,1,75.44,2023-11-23,2023-11-23,NOVO,SP,404,0,
CLI_023E0901,1,220.17,2024-02-21,2024-02-21,NOVO,PR,314,0,
CLI_023EBB06,1,280.44,2024-05-19,2024-05-19,NOVO,SP,226,0,
CLI_023EEF61,1,136.62,2024-07-29,2024-07-29,NOVO,SP,155,0,
CLI_023EF6A4,1,101.9,2023-11-14,2023-11-14,NOVO,GO,413,0,
CLI_023FD712,1,198.4,2024-03-15,2024-03-15,ANTIGO,RJ,291,0,
CLI_0245C459,1,295.92,2023-07-16,2023-07-16,NOVO,DF,534,0,
CLI_024663C7,4,368.62,2024-12-21,2023-11-22,ANTIGO,PR,10,1,2.0
CLI_0246CF88,5,1192.34,2024-10-07,2023-08-17,ANTIGO,PR,85,1,29.0
CLI_0247BDBB,1,148.91,2024-02-29,2024-02-29,NOVO,RJ,306,0,
CLI_0249B5AD,1,94.48,2024-11-27,2024-11-27,ANTIGO,MG,34,0,
CLI_024C6873,2,474.65000000000003,2024-08-24,2024-01-25,NOVO,SP,129,1,212.0
CLI_024D67CB,1,210.68,2024-06-07,2024-06-07,NOVO,SP,207,0,
CLI_024D7166,2,399.47,2024-06-11,2023-11-16,NOVO,RJ,203,1,208.0
CLI_02502CB6,1,487.84,2023-10-01,2023-10-01,NOVO,RJ,457,0,
CLI_025071EB,2,343.73,2024-01-21,2023-08-10,ANTIGO,PR,345,1,164.0
CLI_02517930,1,339.87,2024-11-30,2024-11-30,NOVO,RJ,31,0,
CLI_0252B390,2,487.62,2024-10-26,2023-09-27,NOVO,MG,66,1,395.0
CLI_0254A1F2,1,139.55,2024-04-25,2024-04-25,ANTIGO,SP,250,0,
CLI_0256948C,1,71.92,2024-12-18,2024-12-18,NOVO,RJ,13,0,
CLI_025A7107,1,78.38,2023-09-18,2023-09-18,NOVO,SC,470,0,
CLI_025BF02B,1,136.86,2023-08-17,2023-08-17,NOVO,SP,502,0,
CLI_025C28F7,2,354.36,2023-12-13,2023-08-30,NOVO,PE,384,1,105.0
CLI_025DA4FC,2,396.67,2024-11-03,2023-11-18,ANTIGO,MG,58,1,351.0
CLI_025F68E2,1,159.3,2024-04-26,2024-04-26,NOVO,SP,249,0,
CLI_0260DF6D,1,133.52,2024-11-30,2024-11-30,ANTIGO,ES,31,0,
CLI_0263FB57,1,188.89,2024-07-10,2024-07-10,NOVO,ES,174,0,
CLI_02641DAA,2,404.74,2024-04-25,2024-01-27,NOVO,PR,250,1,89.0
CLI_026432A7,1,549.8,2024-05-11,2024-05-11,NOVO,RJ,234,0,
CLI_02654230,1,183.13,2024-11-26,2024-11-26,NOVO,RJ,35,0,
CLI_02672B3C,1,146.86,2023-11-07,2023-11-07,NOVO,SP,420,0,
CLI_0267B021,1,138.24,2024-12-08,2024-12-08,NOVO,RJ,23,0,
CLI_0268F789,1,487.7,2024-11-26,2024-11-26,ANTIGO,SP,35,0,
CLI_026972C4,1,321.98,2023-12-09,2023-12-09,NOVO,SP,388,0,
CLI_0269D0DB,1,139.9,2023-09-24,2023-09-24,NOVO,SP,464,0,
CLI_026A2062,1,128.83,2024-10-03,2024-10-03,NOVO,RJ,89,0,
CLI_026DEA7B,2,388.74,2024-07-24,2024-05-30,ANTIGO,SP,160,1,55.0
CLI_026EE182,1,346.85,2024-01-24,2024-01-24,NOVO,SP,342,0,
CLI_026F7370,1,132.32,2024-12-14,2024-12-14,NOVO,SP,17,0,
CLI_0274223B,1,473.2,2023-09-15,2023-09-15,ANTIGO,RJ,473,0,
CLI_0274CA99,1,127.91,2023-09-12,2023-09-12,NOVO,RJ,476,0,
CLI_0276A39F,1,55.97,2024-11-29,2024-11-29,NOVO,MG,32,0,
CLI_027740B4,1,86.93,2024-07-10,2024-07-10,NOVO,SC,174,0,
CLI_02784E82,1,160.54,2023-11-05,2023-11-05,NOVO,SP,422,0,
CLI_02785FC8,1,80.71,2023-07-25,2023-07-25,ANTIGO,RJ,525,0,
CLI_02789F3F,1,125.82,2024-06-18,2024-06-18,NOVO,MS,196,0,
CLI_0278AC8E,2,1022.03,2024-01-23,2023-08-17,ANTIGO,RJ,343,1,159.0
CLI_02793EB5,1,78.59,2023-09-24,2023-09-24,NOVO,SP,464,0,
CLI_027A45EE,1,443.37,2024-05-02,2024-05-02,NOVO,MA,243,0,
CLI_027AEB3C,1,179.25,2023-07-07,2023-07-07,ANTIGO,RJ,543,0,
CLI_027C043F,1,436.72,2023-07-08,2023-07-08,NOVO,SP,542,0,
CLI_027C53B3,1,162.9,2024-07-26,2024-07-26,ANTIGO,RJ,158,0,
CLI_027EE054,1,89.91,2024-04-10,2024-04-10,NOVO,SP,265,0,
CLI_0280B5E4,1,336.53,2024-05-06,2024-05-06,NOVO,PR,239,0,
CLI_028413D4,1,345.4,2024-12-26,2024-12-26,NOVO,MS,5,0,
CLI_02841489,3,817.11,2024-06-06,2023-07-25,ANTIGO,RS,208,1,121.0
CLI_0284FDD9,1,159.9,2024-05-15,2024-05-15,NOVO,RJ,230,0,
CLI_0288E954,1,89.37,2024-02-21,2024-02-21,ANTIGO,SP,314,0,
CLI_02891AB6,1,229.8,2023-08-02,2023-08-02,NOVO,SP,517,0,
CLI_028940A6,1,165.41,2023-11-24,2023-11-24,NOVO,SC,403,0,
CLI_02896410,4,449.21,2024-10-08,2023-08-17,NOVO,ES,84,1,125.0
CLI_0289A11A,1,152.18,2023-07-31,2023-07-31,ANTIGO,GO,519,0,
CLI_028A519F,4,621.22,2024-11-13,2023-08-22,NOVO,RJ,48,1,288.0
CLI_028B0102,1,132.71,2024-04-19,2024-04-19,NOVO,RJ,256,0,
CLI_028C1FC4,5,3232.68,2024-11-20,2023-11-23,ANTIGO,RJ,41,1,61.0
CLI_029067B2,1,118.32,2024-10-14,2024-10-14,ANTIGO,SC,78,0,
CLI_02951173,5,862.19,2024-10-23,2023-11-09,ANTIGO,RJ,69,1,115.0
CLI_02963166,2,329.89,2024-06-04,2023-07-20,ANTIGO,PR,210,1,320.0
CLI_0296EA04,1,153.31,2024-10-28,2024-10-28,NOVO,RS,64,0,
CLI_0296F225,1,237.37,2023-11-12,2023-11-12,ANTIGO,RJ,415,0,
CLI_029742FF,1,243.76,2024-12-02,2024-12-02,NOVO,RJ,29,0,
CLI_029B261C,7,2899.23,2024-12-07,2023-07-18,NOVO,SP,24,1,14.0
CLI_029B8BB3,1,233.19,2023-11-11,2023-11-11,NOVO,PR,416,0,
CLI_029EA081,2,264.04,2024-08-16,2023-07-20,NOVO,MG,137,1,393.0
CLI_029ECFCD,1,130.18,2023-09-02,2023-09-02,NOVO,RS,486,0,
CLI_029F0AAF,3,434.06000000000006,2024-11-15,2023-11-19,NOVO,SP,46,1,72.0
CLI_02A19EB0,1,289.0,2023-12-09,2023-12-09,NOVO,RS,388,0,
CLI_02A26CB0,2,324.78,2024-08-02,2024-03-10,ANTIGO,SP,151,1,145.0
CLI_02A2A016,1,191.76,2023-11-24,2023-11-24,NOVO,SP,403,0,
CLI_02A2BEC7,1,118.65,2024-02-05,2024-02-05,NOVO,SP,330,0,
CLI_02A3AD41,1,246.54,2024-11-26,2024-11-26,NOVO,RJ,35,0,
CLI_02A5404B,1,141.56,2023-11-23,2023-11-23,ANTIGO,MG,404,0,
CLI_02A5EDD9,1,88.62,2023-12-03,2023-12-03,NOVO,RJ,394,0,
CLI_02A824A4,2,276.2,2023-10-13,2023-07-04,ANTIGO,RJ,445,1,101.0
CLI_02A91587,1,115.62,2024-12-15,2024-12-15,NOVO,RS,16,0,
CLI_02AB42FB,1,158.9,2023-08-09,2023-08-09,NOVO,RJ,510,0,
CLI_02ADB65E,1,132.72,2023-12-31,2023-12-31,NOVO,RS,366,0,
CLI_02AE51AA,1,296.66,2023-10-25,2023-10-25,NOVO,SP,433,0,
CLI_02AF0A31,1,279.0,2024-05-05,2024-05-05,NOVO,SP,240,0,
CLI_02AF73E1,1,114.95,2023-11-28,2023-11-28,NOVO,SC,399,0,
CLI_02AF91DC,2,705.56,2024-04-10,2024-02-02,NOVO,SP,265,1,68.0
CLI_02B0B1B1,1,288.03,2023-11-24,2023-11-24,ANTIGO,SP,403,0,
CLI_02B20B37,2,247.03,2024-11-01,2024-03-27,NOVO,RS,60,1,219.0
CLI_02B22E6D,1,179.82,2024-07-05,2024-07-05,NOVO,PR,179,0,
CLI_02B2E00E,1,176.54,2023-09-14,2023-09-14,NOVO,CE,474,0,
CLI_02B62700,1,209.51,2024-06-13,2024-06-13,NOVO,SC,201,0,
CLI_02B741D0,1,108.6,2023-12-12,2023-12-12,NOVO,SP,385,0,
CLI_02B895BB,1,495.04,2024-02-11,2024-02-11,NOVO,MS,324,0,
CLI_02B9C5D5,1,99.9,2024-05-22,2024-05-22,NOVO,DF,223,0,
CLI_02BB3FED,1,175.31,2024-03-04,2024-03-04,NOVO,RJ,302,0,
CLI_02BB5709,4,1010.35,2024-02-22,2023-10-29,NOVO,MG,313,1,17.0
CLI_02BC6618,1,383.13,2024-04-07,2024-04-07,NOVO,SP,268,0,
CLI_02BCD656,1,129.96,2024-05-20,2024-05-20,NOVO,SP,225,0,
CLI_02BE76DA,1,129.82,2023-12-03,2023-12-03,NOVO,DF,394,0,
CLI_02BFE6C2,4,775.98,2024-11-13,2023-11-07,ANTIGO,BA,48,1,36.0
CLI_02C0AE3C,1,100.85,2023-11-27,2023-11-27,NOVO,SP,400,0,
CLI_02C263C0,1,192.18,2023-08-10,2023-08-10,NOVO,CE,509,0,
CLI_02C361BD,4,1045.29,2024-06-05,2023-07-27,ANTIGO,SC,209,1,78.0
CLI_02C5B6C7,1,193.04,2024-12-18,2024-12-18,ANTIGO,SP,13,0,
CLI_02C6155E,1,134.92,2024-02-26,2024-02-26,ANTIGO,RJ,309,0,
CLI_02C80269,3,506.9,2024-11-29,2023-11-09,ANTIGO,SC,32,1,289.0
CLI_02CA32F9,1,58.92,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_02CAC1DD,3,483.43,2024-09-21,2023-11-15,ANTIGO,PR,101,1,75.0
CLI_02CADAAA,2,977.49,2024-09-17,2024-08-31,NOVO,SP,105,1,17.0
CLI_02CB20F2,1,159.02,2024-11-17,2024-11-17,NOVO,RJ,44,0,
CLI_02CC0829,1,119.12,2023-12-07,2023-12-07,NOVO,MG,390,0,
CLI_02CE6A4C,1,458.0,2023-10-21,2023-10-21,ANTIGO,RJ,437,0,
CLI_02CE82D9,2,508.55999999999995,2024-12-09,2024-06-20,NOVO,SP,22,1,172.0
CLI_02CF34BA,8,1228.3,2024-05-16,2023-10-03,ANTIGO,RJ,229,1,38.0
CLI_02D62DA1,1,747.9,2023-08-05,2023-08-05,NOVO,SP,514,0,
CLI_02D672FB,3,798.3900000000001,2024-08-23,2023-11-07,NOVO,SP,130,1,77.0
CLI_02D6E462,1,175.83,2024-03-10,2024-03-10,ANTIGO,RJ,296,0,
CLI_02D7937D,1,279.72,2024-01-25,2024-01-25,NOVO,SP,341,0,
CLI_02DB54EF,1,234.98,2023-08-19,2023-08-19,NOVO,MG,500,0,
CLI_02DE8064,4,982.28,2024-10-22,2023-11-10,ANTIGO,SP,70,1,126.0
CLI_02DE94A8,1,330.5,2023-10-27,2023-10-27,NOVO,RJ,431,0,
CLI_02DEC126,1,413.87,2023-12-10,2023-12-10,NOVO,MG,387,0,
CLI_02DF0AAA,1,150.45,2023-08-21,2023-08-21,ANTIGO,PR,498,0,
CLI_02E067CA,3,722.87,2024-10-21,2024-07-06,NOVO,SP,71,1,45.0
CLI_02E0B545,1,179.25,2023-07-19,2023-07-19,NOVO,SP,531,0,
CLI_02E0D9C4,2,240.56,2024-04-07,2023-08-10,NOVO,RJ,268,1,241.0
CLI_02E654BE,1,134.99,2023-10-13,2023-10-13,NOVO,RS,445,0,
CLI_02E7F776,1,347.5,2024-12-02,2024-12-02,NOVO,PR,29,0,
CLI_02EDE762,2,303.39,2023-11-09,2023-10-24,ANTIGO,SP,418,1,16.0
CLI_02F0FC8E,2,426.67,2024-04-22,2023-11-27,ANTIGO,RJ,253,1,147.0
CLI_02F35C72,1,102.21,2024-11-29,2024-11-29,NOVO,SP,32,0,
CLI_02F4E85C,1,120.21,2024-03-15,2024-03-15,ANTIGO,RJ,291,0,
CLI_02F6986C,3,1051.65,2024-11-18,2024-04-15,NOVO,SC,43,1,130.0
CLI_02F740B0,2,599.9200000000001,2024-07-17,2023-12-21,ANTIGO,RJ,167,1,209.0
CLI_02FA3CE0,1,310.0,2023-08-28,2023-08-28,NOVO,SP,491,0,
CLI_02FB268A,1,89.37,2024-01-29,2024-01-29,NOVO,SP,337,0,
CLI_02FB871E,1,169.84,2024-02-21,2024-02-21,ANTIGO,SP,314,0,
CLI_02FF5F64,2,363.13,2024-10-18,2024-07-26,NOVO,SC,74,1,84.0
CLI_03019DC5,1,1733.66,2023-07-23,2023-07-23,NOVO,SP,527,0,
CLI_030672DC,1,169.84,2024-06-20,2024-06-20,NOVO,SP,194,0,
CLI_0307B8D5,1,107.85,2024-10-14,2024-10-14,NOVO,RJ,78,0,
CLI_0308D7F6,1,269.1,2024-12-17,2024-12-17,NOVO,SP,14,0,
CLI_030966BF,2,538.44,2024-07-26,2024-06-12,ANTIGO,MG,158,1,44.0
CLI_030977F0,2,710.04,2024-05-31,2023-07-18,ANTIGO,SP,214,1,318.0
CLI_030C65A5,1,280.44,2024-05-20,2024-05-20,NOVO,RJ,225,0,
CLI_030C9151,2,491.54999999999995,2024-10-14,2024-05-14,ANTIGO,GO,78,1,153.0
CLI_030F5F92,1,166.5,2023-10-13,2023-10-13,NOVO,RJ,445,0,
CLI_0314D55D,1,348.93,2024-08-24,2024-08-24,NOVO,SP,129,0,
CLI_0315E4C5,6,1782.1,2024-11-21,2023-10-24,NOVO,SP,40,1,51.0
CLI_0317A9A9,1,130.59,2024-06-16,2024-06-16,NOVO,DF,198,0,
CLI_0318B2DD,1,71.17,2024-03-25,2024-03-25,NOVO,SP,281,0,
CLI_03196033,1,519.8,2023-10-22,2023-10-22,NOVO,SP,436,0,
CLI_031A1871,2,368.93,2024-10-09,2024-08-14,NOVO,SP,83,1,56.0
CLI_031AE2F8,1,245.05,2024-05-28,2024-05-28,NOVO,RS,217,0,
CLI_031BF177,1,236.3,2023-08-17,2023-08-17,ANTIGO,SP,502,0,
CLI_031CE905,3,384.63,2024-01-15,2023-11-24,NOVO,RJ,351,1,26.0
CLI_031F6E1E,1,135.47,2023-07-17,2023-07-17,NOVO,PB,533,0,
CLI_0320972B,1,85.41,2023-07-31,2023-07-31,NOVO,SC,519,0,
CLI_0320BCE8,1,232.94,2024-11-16,2024-11-16,NOVO,SP,45,0,
CLI_03227BA6,1,72.25,2024-12-17,2024-12-17,NOVO,SP,14,0,
CLI_032394A5,2,509.47,2024-08-23,2024-05-10,ANTIGO,RJ,130,1,105.0
CLI_03240A96,1,154.5,2024-08-30,2024-08-30,NOVO,MG,123,0,
CLI_0329C988,1,119.13,2023-07-26,2023-07-26,NOVO,SP,524,0,
CLI_032A2B46,1,159.9,2024-07-07,2024-07-07,ANTIGO,RJ,177,0,
CLI_032C3FDE,6,943.53,2024-11-21,2023-08-17,ANTIGO,PB,40,1,80.0
CLI_032CA479,1,71.17,2024-03-25,2024-03-25,NOVO,SP,281,0,
CLI_032DB965,1,114.01,2023-07-20,2023-07-20,NOVO,RJ,530,0,
CLI_032DEF46,2,310.98,2023-08-21,2023-08-01,NOVO,RJ,498,1,20.0
CLI_032F5332,1,193.29,2024-08-26,2024-08-26,NOVO,SC,127,0,
CLI_033073EA,1,279.73,2023-10-11,2023-10-11,NOVO,SP,447,0,
CLI_0330A85D,4,3858.95,2024-10-26,2023-10-12,NOVO,SP,66,1,42.0
CLI_0330CD1D,2,164.84,2024-02-02,2023-07-06,ANTIGO,RJ,333,1,211.0
CLI_0333B82A,1,168.8,2023-08-19,2023-08-19,ANTIGO,SP,500,0,
CLI_03341286,1,62.93,2023-10-08,2023-10-08,NOVO,SE,450,0,
CLI_0335ECBD,4,934.5899999999999,2024-10-14,2023-09-24,NOVO,SP,78,1,17.0
CLI_03360F0C,1,488.0,2023-10-10,2023-10-10,NOVO,SP,448,0,
CLI_0337D139,2,266.7,2023-12-13,2023-09-24,ANTIGO,SP,384,1,80.0
CLI_033897A5,1,308.72,2024-03-06,2024-03-06,NOVO,RJ,300,0,
CLI_033950AC,1,143.91,2024-08-13,2024-08-13,NOVO,RS,140,0,
CLI_033A20EA,2,399.52000000000004,2024-11-08,2024-07-27,NOVO,RS,53,1,104.0
CLI_033FEBD5,8,1287.31,2024-11-14,2023-09-19,ANTIGO,SP,47,1,30.0
CLI_03410FA3,2,361.57,2024-02-21,2023-08-07,NOVO,SP,314,1,198.0
CLI_03417F24,1,591.22,2024-08-12,2024-08-12,NOVO,MG,141,0,
CLI_0341F8CC,1,44.39,2024-03-10,2024-03-10,NOVO,SP,296,0,
CLI_03427375,1,69.93,2023-08-21,2023-08-21,NOVO,SP,498,0,
CLI_0342DE46,1,178.54,2023-10-19,2023-10-19,NOVO,ES,439,0,
CLI_034385D2,4,604.91,2024-08-28,2023-09-06,ANTIGO,RJ,125,1,74.0
CLI_03473528,1,402.49,2023-10-19,2023-10-19,ANTIGO,RJ,439,0,
CLI_034A8963,1,128.11,2024-03-03,2024-03-03,NOVO,SP,303,0,
CLI_034DAF52,1,84.93,2023-11-05,2023-11-05,ANTIGO,SP,422,0,
CLI_03503016,1,408.17,2023-11-10,2023-11-10,NOVO,SP,417,0,
CLI_0351291B,1,361.59,2024-09-15,2024-09-15,NOVO,GO,107,0,
CLI_0351861F,1,127.88,2024-03-09,2024-03-09,NOVO,SP,297,0,
CLI_03546F22,1,88.59,2023-07-28,2023-07-28,NOVO,RJ,522,0,
CLI_0354BB02,1,871.3,2024-09-05,2024-09-05,ANTIGO,SP,117,0,
CLI_035789FB,1,395.18,2023-11-12,2023-11-12,NOVO,DF,415,0,
CLI_0358DBC6,1,371.63,2024-06-19,2024-06-19,NOVO,SP,195,0,
CLI_035944F8,1,143.76,2023-11-07,2023-11-07,NOVO,MG,420,0,
CLI_035B0A25,3,856.04,2024-12-20,2023-10-19,ANTIGO,SP,11,1,331.0
CLI_035BA669,1,144.76,2023-12-01,2023-12-01,NOVO,CE,396,0,
CLI_035C9ED2,2,209.1,2024-12-15,2024-06-21,ANTIGO,SP,16,1,177.0
CLI_035DC922,2,270.32,2024-11-29,2023-11-23,NOVO,RS,32,1,372.0
CLI_03612BB5,5,3690.04,2024-11-17,2024-07-15,ANTIGO,SP,44,1,41.0
CLI_03614E00,2,582.75,2024-03-08,2023-09-30,ANTIGO,RJ,298,1,160.0
CLI_036187BA,2,255.35,2023-10-30,2023-07-24,ANTIGO,SP,428,1,98.0
CLI_0361C667,1,169.44,2024-12-02,2024-12-02,NOVO,RJ,29,0,
CLI_0361F272,1,581.94,2023-08-17,2023-08-17,ANTIGO,RJ,502,0,
CLI_0362FDBD,7,1725.56,2024-03-18,2023-07-12,ANTIGO,SP,288,1,19.0
CLI_03652F7F,2,1066.38,2024-12-17,2024-03-15,ANTIGO,SP,14,1,277.0
CLI_0365A4A5,1,268.96,2023-11-17,2023-11-17,NOVO,MG,410,0,
